"Population","P010001","P010004","P010011","state","county","tract","GEOID"
3266,2458,428,21,"51","177","020305","51177020305"
5247,3749,994,19,"51","177","020306","51177020306"
3580,2569,581,5,"51","177","020307","51177020307"
3756,2606,376,9,"51","177","020308","51177020308"
5649,4006,640,9,"51","177","020309","51177020309"
4251,3079,457,10,"51","177","020310","51177020310"
5043,3786,614,11,"51","177","020311","51177020311"
3785,2828,255,7,"51","177","020403","51177020403"
3426,2599,292,5,"51","177","020404","51177020404"
3443,2662,269,8,"51","177","020405","51177020405"
3470,2523,203,15,"51","177","020406","51177020406"
5071,3758,361,8,"51","177","020407","51177020407"
2795,1941,159,14,"51","177","020408","51177020408"
3532,2627,339,10,"51","179","010103","51179010103"
6783,4720,994,27,"51","179","010105","51179010105"
2890,2224,330,7,"51","179","010106","51179010106"
3265,2417,215,8,"51","179","010107","51179010107"
5686,3955,772,24,"51","179","010108","51179010108"
1974,1968,117,10,"51","179","010201","51179010201"
5959,4301,212,11,"51","179","010202","51179010202"
8088,6013,1092,17,"51","179","010204","51179010204"
6770,4642,779,18,"51","179","010205","51179010205"
5208,3563,769,12,"51","179","010206","51179010206"
7521,5140,1387,24,"51","179","010207","51179010207"
6681,4412,1181,26,"51","179","010210","51179010210"
4245,2914,695,20,"51","179","010211","51179010211"
4680,3127,615,8,"51","179","010212","51179010212"
2581,1710,347,13,"51","179","010213","51179010213"
3756,2491,559,15,"51","179","010214","51179010214"
3786,2779,263,1,"51","179","010301","51179010301"
8582,5916,1096,38,"51","179","010303","51179010303"
5297,4216,699,14,"51","179","010304","51179010304"
5674,3759,863,31,"51","179","010305","51179010305"
2877,2068,192,6,"51","179","010403","51179010403"
5894,4199,607,27,"51","179","010404","51179010404"
6064,4282,389,3,"51","179","010405","51179010405"
3144,2210,301,2,"51","179","010406","51179010406"
4211,3205,184,1,"51","179","010502","51179010502"
2078,1547,46,4,"51","179","010503","51179010503"
1735,1359,103,0,"51","179","010504","51179010504"
3407,2704,1222,6,"51","181","860100","51181860100"
3651,2867,1312,4,"51","181","860200","51181860200"
2697,2162,1249,2,"51","183","870100","51183870100"
3680,3232,1819,1,"51","183","870201","51183870201"
1082,1082,834,1,"51","183","870202","51183870202"
2861,2235,1294,4,"51","183","870300","51183870300"
1767,1348,672,0,"51","183","870400","51183870400"
3690,3138,477,0,"51","185","020100","51185020100"
5354,4187,285,11,"51","185","020200","51185020200"
6701,5308,82,1,"51","185","020300","51185020300"
4385,3505,5,4,"51","185","020400","51185020400"
3152,2425,4,0,"51","185","020500","51185020500"
4358,3445,8,2,"51","185","020600","51185020600"
2885,2292,86,1,"51","185","020700","51185020700"
2191,1722,20,4,"51","185","020800","51185020800"
2079,1694,10,4,"51","185","020900","51185020900"
4234,3370,10,3,"51","185","021000","51185021000"
6049,4817,145,4,"51","185","021100","51185021100"
1530,1231,51,0,"51","550","020001","51550020001"
4607,3377,1407,30,"51","550","020002","51550020002"
5634,4105,814,13,"51","550","020003","51550020003"
4532,3049,2506,15,"51","550","020100","51550020100"
4121,2826,2581,9,"51","550","020200","51550020200"
1695,1107,548,7,"51","550","020300","51550020300"
2973,2201,609,9,"51","550","020400","51550020400"
1429,1101,394,4,"51","550","020500","51550020500"
4053,3097,551,8,"51","550","020600","51550020600"
5318,3999,2272,15,"51","550","020700","51550020700"
6814,5163,943,21,"51","550","020804","51550020804"
5373,4059,1294,9,"51","550","020805","51550020805"
6839,5421,1341,19,"51","550","020806","51550020806"
7456,5687,1173,17,"51","550","020807","51550020807"
3751,2964,2295,13,"51","550","020808","51550020808"
4894,3754,1240,14,"51","550","020809","51550020809"
2795,2026,1504,4,"51","550","020903","51550020903"
8638,6465,2298,21,"51","550","020904","51550020904"
2701,2197,397,4,"51","550","020905","51550020905"
7081,5625,1863,39,"51","550","020906","51550020906"
5608,4114,381,10,"51","550","021004","51550021004"
5482,4098,1152,5,"51","550","021005","51550021005"
7933,5730,487,6,"51","550","021006","51550021006"
4262,3081,188,9,"51","550","021009","51550021009"
5665,4241,369,8,"51","550","021010","51550021010"
3483,2467,180,4,"51","550","021011","51550021011"
6109,4553,193,2,"51","550","021012","51550021012"
4670,3131,304,5,"51","550","021013","51550021013"
5079,3860,177,3,"51","550","021101","51550021101"
7898,6191,1664,5,"51","550","021102","51550021102"
5730,4321,284,7,"51","550","021200","51550021200"
5396,3947,981,20,"51","550","021301","51550021301"
9658,6432,2379,31,"51","550","021302","51550021302"
2028,1555,422,3,"51","550","021401","51550021401"
6317,4795,794,10,"51","550","021402","51550021402"
4890,3625,939,13,"51","550","021403","51550021403"
7671,5724,4222,16,"51","550","021404","51550021404"
10150,7065,2966,8,"51","550","021501","51550021501"
7173,5406,842,13,"51","550","021502","51550021502"
8183,6166,783,12,"51","550","021601","51550021601"
6590,4732,2285,23,"51","550","021602","51550021602"
6906,5468,16,3,"51","191","010100","51191010100"
5180,4090,15,3,"51","191","010200","51191010200"
6949,5413,24,2,"51","191","010300","51191010300"
2381,1941,8,1,"51","191","010401","51191010401"
3238,2591,26,4,"51","191","010402","51191010402"
3812,3211,60,4,"51","191","010501","51191010501"
4120,3475,157,7,"51","191","010502","51191010502"
4280,3411,57,1,"51","191","010601","51191010601"
2748,2335,91,7,"51","191","010602","51191010602"
4480,3540,76,5,"51","191","010700","51191010700"
3133,2511,3,1,"51","191","010800","51191010800"
4233,3360,18,1,"51","191","010900","51191010900"
3416,2776,10,1,"51","191","011000","51191011000"
5234,4273,1799,11,"51","193","010100","51193010100"
3498,2824,831,10,"51","193","010200","51193010200"
2979,2275,472,2,"51","193","010300","51193010300"
5743,4589,613,11,"51","193","010400","51193010400"
3628,2970,567,2,"51","195","930700","51195930700"
2081,1630,6,2,"51","195","930800","51195930800"
4504,3585,25,2,"51","195","930900","51195930900"
2504,1932,6,1,"51","195","931000","51195931000"
2918,2218,44,0,"51","195","931100","51195931100"
6649,5320,974,4,"51","195","931200","51195931200"
3751,2943,22,3,"51","195","931300","51195931300"
5258,4299,149,11,"51","195","931400","51195931400"
5062,3888,176,10,"51","195","931500","51195931500"
3139,2479,35,3,"51","195","931600","51195931600"
1958,1582,10,1,"51","195","931700","51195931700"
5611,4470,256,11,"51","197","050100","51197050100"
6773,5389,181,11,"51","197","050200","51197050200"
4454,3505,91,2,"51","197","050301","51197050301"
3200,2495,15,2,"51","197","050302","51197050302"
4010,3150,51,5,"51","197","050401","51197050401"
5187,4116,23,4,"51","197","050402","51197050402"
6652,4712,656,20,"51","199","050203","51199050203"
5831,3465,631,17,"51","199","050204","51199050204"
4628,3558,241,6,"51","199","050205","51199050205"
6582,4695,620,14,"51","199","050206","51199050206"
5775,4260,330,6,"51","199","050303","51199050303"
5348,4150,105,6,"51","199","050304","51199050304"
3214,2394,352,3,"51","199","050305","51199050305"
4893,3875,339,13,"51","199","050306","51199050306"
3300,2607,150,3,"51","199","050401","51199050401"
3527,2682,66,3,"51","199","050402","51199050402"
2960,2171,926,12,"51","199","050500","51199050500"
2165,1595,600,13,"51","199","050900","51199050900"
3610,2879,278,6,"51","199","051000","51199051000"
6979,5145,1145,17,"51","199","051100","51199051100"
0,0,0,0,"51","199","990100","51199990100"
6650,5226,255,9,"51","530","930600","51530930600"
2791,2444,541,13,"51","540","000201","51540000201"
5617,5231,823,29,"51","540","000202","51540000202"
2461,2005,259,6,"51","540","000302","51540000302"
3324,2502,1092,15,"51","540","000401","51540000401"
3983,3296,480,13,"51","540","000402","51540000402"
3305,2583,1239,13,"51","540","000501","51540000501"
4675,3906,536,21,"51","540","000502","51540000502"
4351,4248,319,22,"51","540","000600","51540000600"
4278,3691,211,14,"51","540","000700","51540000700"
3642,2834,365,5,"51","540","000800","51540000800"
2265,1817,177,5,"51","540","000900","51540000900"
2783,2444,290,8,"51","540","001000","51540001000"
4429,3463,761,11,"51","510","200102","51510200102"
7151,5648,2104,34,"51","510","200103","51510200103"
3963,3042,843,27,"51","510","200104","51510200104"
3777,3339,1742,18,"51","510","200105","51510200105"
3176,2718,537,11,"51","510","200106","51510200106"
5766,5191,1085,50,"51","510","200107","51510200107"
3571,2768,503,12,"51","510","200201","51510200201"
1572,1236,73,1,"51","510","200202","51510200202"
3103,2531,760,23,"51","510","200301","51510200301"
4222,3163,878,10,"51","510","200302","51510200302"
4720,4231,1302,23,"51","510","200303","51510200303"
1364,1224,228,9,"51","510","200403","51510200403"
3468,2898,233,9,"51","510","200404","51510200404"
6744,5601,1894,47,"51","510","200405","51510200405"
4482,3637,1453,33,"51","510","200406","51510200406"
3948,3461,709,17,"51","510","200407","51510200407"
4272,3710,1300,25,"51","510","200500","51510200500"
4490,3569,932,12,"51","510","200600","51510200600"
653,609,61,2,"51","510","200701","51510200701"
3910,3740,462,20,"51","510","200702","51510200702"
2769,2442,681,5,"51","510","200703","51510200703"
2553,1872,137,2,"51","510","200801","51510200801"
2909,2351,423,9,"51","510","200802","51510200802"
4693,3478,172,6,"51","510","200900","51510200900"
2797,2601,111,13,"51","510","201000","51510201000"
2871,2093,113,3,"51","510","201100","51510201100"
3049,2478,298,14,"51","510","201202","51510201202"
7165,5741,816,33,"51","510","201203","51510201203"
2844,2369,739,9,"51","510","201204","51510201204"
3105,2518,360,6,"51","510","201300","51510201300"
4199,3270,199,17,"51","510","201400","51510201400"
3602,2869,163,2,"51","510","201500","51510201500"
4893,3974,1000,11,"51","510","201600","51510201600"
5606,5051,659,11,"51","510","201801","51510201801"
1992,1645,231,2,"51","510","201802","51510201802"
1679,1535,77,3,"51","510","201900","51510201900"
2167,1823,36,4,"51","510","202001","51510202001"
2292,2107,110,3,"51","510","202002","51510202002"
6222,4944,956,13,"51","515","050100","51515050100"
3853,3039,122,3,"51","520","020100","51520020100"
5331,4296,322,15,"51","520","020200","51520020200"
2864,2134,210,4,"51","520","020300","51520020300"
5787,4659,85,2,"51","520","020400","51520020400"
2909,2178,48,4,"51","610","500100","51610500100"
5426,4026,211,8,"51","610","500200","51610500200"
3997,3081,135,7,"51","610","500300","51610500300"
4811,3796,116,3,"51","570","830100","51570830100"
3525,2791,390,8,"51","570","830200","51570830200"
2485,1974,147,5,"51","570","830300","51570830300"
2629,1973,327,9,"51","570","830400","51570830400"
3961,2989,220,4,"51","570","830500","51570830500"
3098,2381,421,7,"51","580","060100","51580060100"
2863,2313,176,3,"51","580","060200","51580060200"
5703,4451,1957,2,"51","590","000100","51590000100"
3814,3142,1315,8,"51","590","000200","51590000200"
3506,2693,1794,2,"51","590","000300","51590000300"
3767,2834,1881,6,"51","590","000400","51590000400"
1637,1393,1013,4,"51","590","000500","51590000500"
2349,1807,1343,3,"51","590","000600","51590000600"
3341,2830,445,4,"51","590","000700","51590000700"
2690,2066,744,4,"51","590","000800","51590000800"
3771,2920,915,6,"51","590","000900","51590000900"
3703,2698,1629,7,"51","590","001000","51590001000"
1401,1106,761,2,"51","590","001100","51590001100"
1766,1311,326,2,"51","590","001200","51590001200"
1296,1053,421,0,"51","590","001301","51590001301"
1077,822,397,4,"51","590","001302","51590001302"
3232,2665,191,3,"51","590","001400","51590001400"
2,2,0,0,"51","590","980100","51590980100"
2939,2068,1579,6,"51","595","890100","51595890100"
2988,2332,1052,3,"51","595","890200","51595890200"
5129,3995,234,9,"51","600","300100","51600300100"
4775,3708,106,15,"51","600","300200","51600300200"
5470,4389,245,11,"51","600","300300","51600300300"
3715,3025,152,11,"51","600","300400","51600300400"
3476,2856,88,13,"51","600","300500","51600300500"
3518,2747,1241,11,"51","690","000100","51690000100"
2247,1768,1606,9,"51","690","000200","51690000200"
2501,1989,674,11,"51","690","000300","51690000300"
2648,1976,850,7,"51","690","000400","51690000400"
2907,2386,263,3,"51","690","000500","51690000500"
4770,3735,973,7,"51","620","090100","51620090100"
3812,2801,2571,5,"51","620","090200","51620090200"
3018,2579,200,8,"51","630","000100","51630000100"
5209,4152,751,35,"51","630","000200","51630000200"
2647,2642,290,7,"51","630","000301","51630000301"
4424,3564,502,14,"51","630","000302","51630000302"
3143,2410,1097,17,"51","630","000400","51630000400"
5845,4160,1082,35,"51","630","000500","51630000500"
4487,3509,241,9,"51","640","070101","51640070101"
2555,1989,63,5,"51","640","070102","51640070102"
7108,5487,1217,28,"51","650","010103","51650010103"
6536,4582,2248,30,"51","650","010104","51650010104"
1343,1167,219,10,"51","650","010200","51650010200"
7638,5701,2677,50,"51","650","010304","51650010304"
6355,4942,1990,25,"51","650","010306","51650010306"
5339,4188,2043,21,"51","650","010307","51650010307"
4479,3450,1606,15,"51","650","010309","51650010309"
4310,3413,1293,8,"51","650","010310","51650010310"
4421,3313,1696,23,"51","650","010311","51650010311"
3374,2570,533,11,"51","650","010312","51650010312"
6673,5527,3130,55,"51","650","010313","51650010313"
1852,1467,700,3,"51","650","010314","51650010314"
6628,5133,3860,24,"51","650","010400","51650010400"
5805,4566,3206,10,"51","650","010501","51650010501"
3214,2231,1626,23,"51","650","010502","51650010502"
2729,2106,1537,10,"51","650","010601","51650010601"
3091,2271,1819,4,"51","650","010602","51650010602"
3634,2576,1250,8,"51","650","010701","51650010701"
3730,2805,691,10,"51","650","010702","51650010702"
3176,2394,547,10,"51","650","010703","51650010703"
5317,4253,1430,12,"51","650","010800","51650010800"
2092,1510,1126,10,"51","650","010900","51650010900"
6109,4704,1583,17,"51","650","011000","51650011000"
696,488,107,1,"51","650","011100","51650011100"
2839,2287,604,15,"51","650","011200","51650011200"
2207,1691,958,9,"51","650","011300","51650011300"
2784,2749,2483,39,"51","650","011400","51650011400"
4060,3299,483,13,"51","650","011500","51650011500"
2712,2115,1329,16,"51","650","011600","51650011600"
4880,3726,2469,17,"51","650","011800","51650011800"
3178,2380,2150,11,"51","650","011900","51650011900"
3217,2466,1854,13,"51","650","012000","51650012000"
5910,4605,633,11,"51","650","012100","51650012100"
0,0,0,0,"51","650","990100","51650990100"
4345,3213,483,40,"51","660","000101","51660000101"
4671,3626,250,17,"51","660","000102","51660000102"
1696,1434,42,5,"51","660","000203","51660000203"
3542,2978,139,6,"51","660","000204","51660000204"
5087,4354,196,14,"51","660","000205","51660000205"
4699,4676,210,5,"51","660","000206","51660000206"
6931,6721,257,28,"51","660","000207","51660000207"
3124,2445,57,4,"51","660","000301","51660000301"
5898,4810,322,25,"51","660","000302","51660000302"
3106,2770,148,9,"51","660","000401","51660000401"
5815,4539,284,19,"51","660","000402","51660000402"
1555,1183,372,10,"51","670","820100","51670820100"
2711,1926,743,6,"51","670","820300","51670820300"
5317,4211,859,12,"51","670","820400","51670820400"
4891,3758,587,6,"51","670","820500","51670820500"
5674,4140,1764,27,"51","670","820600","51670820600"
2443,1700,1384,14,"51","670","820700","51670820700"
0,0,0,0,"51","670","980100","51670980100"
7042,6328,598,21,"51","678","930500","51678930500"
4490,3613,327,11,"51","680","000100","51680000100"
6181,4654,251,4,"51","680","000201","51680000201"
6783,5173,1611,26,"51","680","000202","51680000202"
1783,1749,162,8,"51","680","000203","51680000203"
3933,3144,860,10,"51","680","000300","51680000300"
3099,2366,1465,5,"51","680","000400","51680000400"
367,321,143,0,"51","680","000500","51680000500"
3220,2488,1901,7,"51","680","000600","51680000600"
3483,2512,1352,15,"51","680","000700","51680000700"
2115,1610,414,4,"51","680","000801","51680000801"
2870,2336,439,11,"51","680","000802","51680000802"
6140,4887,1139,22,"51","680","000900","51680000900"
3070,2475,501,7,"51","680","001000","51680001000"
1752,1391,907,1,"51","680","001100","51680001100"
6970,6897,819,12,"51","680","001400","51680001400"
7097,5687,897,15,"51","680","001600","51680001600"
4871,3951,452,14,"51","680","001700","51680001700"
2003,1706,195,5,"51","680","001800","51680001800"
5341,3834,2304,22,"51","680","001900","51680001900"
6248,4486,342,15,"51","685","920100","51685920100"
8025,5728,1002,43,"51","685","920200","51685920200"
4213,3058,320,11,"51","683","910100","51683910100"
4566,3523,241,12,"51","683","910201","51683910201"
7678,5263,794,26,"51","683","910202","51683910202"
4429,3340,449,17,"51","683","910301","51683910301"
5598,4061,597,26,"51","683","910302","51683910302"
6324,4153,871,61,"51","683","910401","51683910401"
5013,3676,392,11,"51","683","910402","51683910402"
2355,1794,468,14,"51","740","210200","51740210200"
2288,1745,600,1,"51","740","210300","51740210300"
1490,1212,218,3,"51","740","210400","51740210400"
1924,1116,1032,2,"51","740","210500","51740210500"
1692,1332,329,3,"51","740","210600","51740210600"
3266,2897,1099,9,"51","740","210900","51740210900"
1693,1282,1167,3,"51","740","211100","51740211100"
1326,1010,964,0,"51","740","211400","51740211400"
1803,1306,550,5,"51","740","211500","51740211500"
4141,3224,436,6,"51","740","211600","51740211600"
3070,2348,2071,9,"51","740","211700","51740211700"
3873,2422,2289,6,"51","740","211800","51740211800"
1688,1172,1100,8,"51","740","211900","51740211900"
2078,1478,1411,5,"51","740","212000","51740212000"
1366,962,904,0,"51","740","212100","51740212100"
4743,3446,1471,25,"51","740","212300","51740212300"
3289,2347,1424,10,"51","740","212400","51740212400"
2142,1677,488,5,"51","740","212500","51740212500"
1141,875,335,4,"51","740","212600","51740212600"
6069,5214,4558,7,"51","740","212701","51740212701"
3438,2747,2665,9,"51","740","212702","51740212702"
4616,3462,1449,12,"51","740","212801","51740212801"
2765,2323,394,6,"51","740","212802","51740212802"
5392,4213,228,7,"51","740","212900","51740212900"
5814,4710,1001,9,"51","740","213001","51740213001"
4179,3372,525,12,"51","740","213002","51740213002"
4844,3473,2370,27,"51","740","213101","51740213101"
6649,5019,2290,20,"51","740","213103","51740213103"
4253,2934,2199,10,"51","740","213104","51740213104"
2070,1679,933,9,"51","740","213200","51740213200"
78,78,21,1,"51","740","980100","51740980100"
4468,3083,2363,19,"51","700","030100","51700030100"
6217,4569,4142,18,"51","700","030300","51700030300"
3764,2527,2411,9,"51","700","030400","51700030400"
2071,1500,1403,8,"51","700","030500","51700030500"
2560,1775,1675,3,"51","700","030600","51700030600"
2286,1628,1532,13,"51","700","030800","51700030800"
2138,1667,1063,8,"51","700","030900","51700030900"
2739,2202,840,6,"51","700","031100","51700031100"
2170,1727,900,8,"51","700","031200","51700031200"
4312,3341,1910,9,"51","700","031300","51700031300"
6276,4872,1994,26,"51","700","031400","51700031400"
5843,4541,714,25,"51","700","031500","51700031500"
6211,4639,1805,27,"51","700","031601","51700031601"
4452,3550,588,9,"51","700","031602","51700031602"
4224,3833,628,19,"51","700","031701","51700031701"
4754,3838,696,12,"51","700","031702","51700031702"
3960,3215,89,9,"51","700","031800","51700031800"
3734,2888,232,4,"51","700","031901","51700031901"
4016,3199,737,9,"51","700","031902","51700031902"
2850,2343,226,6,"51","700","032001","51700032001"
6155,4654,1008,16,"51","700","032002","51700032002"
2731,2068,291,11,"51","700","032005","51700032005"
3890,2691,1532,27,"51","700","032006","51700032006"
3598,2770,924,14,"51","700","032007","51700032007"
2756,2333,681,18,"51","700","032113","51700032113"
1742,1383,274,9,"51","700","032114","51700032114"
4358,3519,990,18,"51","700","032117","51700032117"
5680,3943,1864,43,"51","700","032123","51700032123"
3874,2685,1383,19,"51","700","032124","51700032124"
3436,2511,521,20,"51","700","032126","51700032126"
4169,3440,902,19,"51","700","032127","51700032127"
3302,2728,914,14,"51","700","032128","51700032128"
3027,2245,913,25,"51","700","032129","51700032129"
5262,4038,891,10,"51","700","032130","51700032130"
4783,3441,1324,23,"51","700","032131","51700032131"
5536,4345,1334,28,"51","700","032132","51700032132"
6312,4946,1006,14,"51","700","032211","51700032211"
3941,2822,1890,37,"51","700","032212","51700032212"
3144,2240,1176,18,"51","700","032223","51700032223"
7130,5164,2298,35,"51","700","032224","51700032224"
3752,2502,1460,19,"51","700","032225","51700032225"
4037,2895,1255,34,"51","700","032226","51700032226"
5720,4179,745,44,"51","700","032300","51700032300"
3339,2327,770,22,"51","700","032400","51700032400"
2356,1903,420,10,"51","710","000100","51710000100"
2742,2218,505,14,"51","710","000201","51710000201"
3869,2921,563,17,"51","710","000202","51710000202"
2985,2427,484,18,"51","710","000300","51710000300"
3241,2757,454,14,"51","710","000400","51710000400"
3181,2461,437,11,"51","710","000500","51710000500"
4327,3119,1028,27,"51","710","000600","51710000600"
2864,2180,320,14,"51","710","000700","51710000700"
2075,1650,328,5,"51","710","000800","51710000800"
5472,3615,1035,31,"51","710","000901","51710000901"
3541,2952,625,23,"51","710","000902","51710000902"
2593,2106,678,8,"51","710","001100","51710001100"
3490,2792,626,14,"51","710","001200","51710001200"
2378,1898,809,19,"51","710","001300","51710001300"
2470,2056,559,4,"51","710","001400","51710001400"
1995,1622,332,8,"51","710","001500","51710001500"
1678,1292,925,4,"51","710","001600","51710001600"
2246,1807,588,13,"51","710","001700","51710001700"
1320,1063,141,3,"51","710","002000","51710002000"
1414,1117,162,6,"51","710","002100","51710002100"
1905,1501,93,1,"51","710","002200","51710002200"
2028,1557,59,5,"51","710","002300","51710002300"
3461,2604,46,7,"51","710","002400","51710002400"
4748,4324,1680,45,"51","710","002500","51710002500"
3835,3633,1294,56,"51","710","002600","51710002600"
2900,2116,1720,12,"51","710","002700","51710002700"
4151,3456,1010,8,"51","710","002800","51710002800"
3973,2882,2439,13,"51","710","002900","51710002900"
1934,1563,413,5,"51","710","003000","51710003000"
3116,2334,1331,13,"51","710","003100","51710003100"
2642,1935,1324,10,"51","710","003200","51710003200"
2651,2004,1625,4,"51","710","003300","51710003300"
2068,1514,1382,4,"51","710","003400","51710003400"
3419,2294,2174,13,"51","710","003501","51710003501"
1357,1210,203,4,"51","710","003600","51710003600"
2166,1954,111,7,"51","710","003700","51710003700"
22065,21598,5321,157,"51","710","003800","51710003800"
1037,896,41,2,"51","710","004001","51710004001"
3097,2806,206,4,"51","710","004002","51710004002"
2029,1122,1072,5,"51","710","004100","51710004100"
1744,1076,1012,0,"51","710","004200","51710004200"
3499,2383,2255,15,"51","710","004300","51710004300"
1460,982,900,3,"51","710","004400","51710004400"
1374,1071,990,2,"51","710","004500","51710004500"
2193,1322,1181,6,"51","710","004600","51710004600"
2768,2634,2489,24,"51","710","004700","51710004700"
1402,723,712,0,"51","710","004800","51710004800"
3930,3827,1445,6,"51","710","004900","51710004900"
3271,2361,2240,9,"51","710","005000","51710005000"
4522,2696,2478,6,"51","710","005100","51710005100"
2855,2110,645,12,"51","710","005500","51710005500"
3996,3120,311,9,"51","710","005601","51710005601"
3397,2543,603,9,"51","710","005602","51710005602"
4663,3462,2260,15,"51","710","005701","51710005701"
2602,2108,1591,16,"51","710","005702","51710005702"
4591,3363,2740,15,"51","710","005800","51710005800"
4678,3324,2402,12,"51","710","005901","51710005901"
3907,3011,1080,7,"51","710","005902","51710005902"
1623,1241,495,5,"51","710","005903","51710005903"
3578,2750,878,11,"51","710","006000","51710006000"
7740,5749,2805,18,"51","710","006100","51710006100"
3305,2543,959,13,"51","710","006200","51710006200"
3277,2620,1906,9,"51","710","006400","51710006400"
2692,2096,651,14,"51","710","006501","51710006501"
2579,1997,461,13,"51","710","006502","51710006502"
723,537,84,2,"51","710","006601","51710006601"
2441,1933,122,7,"51","710","006602","51710006602"
2400,1926,181,7,"51","710","006603","51710006603"
1892,1456,340,2,"51","710","006604","51710006604"
2672,2146,488,13,"51","710","006605","51710006605"
4177,3320,1091,21,"51","710","006606","51710006606"
3030,2304,667,5,"51","710","006607","51710006607"
1765,1377,277,6,"51","710","006800","51710006800"
3384,2572,1389,21,"51","710","006901","51710006901"
2734,2281,521,5,"51","710","006902","51710006902"
1555,1109,624,6,"51","710","007001","51710007001"
3559,2853,1876,9,"51","710","007002","51710007002"
0,0,0,0,"51","710","980100","51710980100"
5,5,1,0,"51","710","980200","51710980200"
1,1,1,0,"51","710","980300","51710980300"
0,0,0,0,"51","710","990000","51710990000"
3958,3094,183,9,"51","720","960100","51720960100"
2934,2066,1799,3,"51","730","810100","51730810100"
2613,2099,1516,10,"51","730","810300","51730810300"
1384,1077,958,0,"51","730","810400","51730810400"
4455,3460,3123,14,"51","730","810500","51730810500"
1884,1448,1382,1,"51","730","810600","51730810600"
2223,1824,1631,10,"51","730","810700","51730810700"
3461,2766,2066,7,"51","730","810900","51730810900"
4263,3498,2254,18,"51","730","811000","51730811000"
2883,2480,1716,22,"51","730","811100","51730811100"
3755,2839,1840,15,"51","730","811200","51730811200"
2565,2156,1670,7,"51","730","811300","51730811300"
3754,2860,29,0,"51","735","340100","51735340100"
5233,4007,27,5,"51","735","340200","51735340200"
3163,2314,6,2,"51","735","340300","51735340300"
0,0,0,0,"51","735","990100","51735990100"
1217,955,79,4,"51","820","003100","51820003100"
5240,3874,603,24,"51","820","003200","51820003200"
4538,3361,513,21,"51","820","003300","51820003300"
5365,4157,235,14,"51","820","003400","51820003400"
4646,3763,196,9,"51","820","003500","51820003500"
4148,3869,235,27,"51","750","010101","51750010101"
5672,5375,346,48,"51","750","010102","51750010102"
6588,5019,477,17,"51","750","010200","51750010200"
3988,3501,781,12,"51","760","010200","51760010200"
1266,940,892,1,"51","760","010300","51760010300"
2821,2355,822,8,"51","760","010401","51760010401"
3163,2695,1153,14,"51","760","010402","51760010402"
1439,1197,971,6,"51","760","010500","51760010500"
1978,1613,1290,1,"51","760","010600","51760010600"
2338,1844,1677,9,"51","760","010700","51760010700"
4016,3090,2899,11,"51","760","010800","51760010800"
2957,2284,2091,6,"51","760","010900","51760010900"
1997,1516,1349,2,"51","760","011000","51760011000"
2932,2495,2123,8,"51","760","011100","51760011100"
1669,973,948,2,"51","760","020100","51760020100"
3811,2271,2196,8,"51","760","020200","51760020200"
1630,1296,1203,2,"51","760","020300","51760020300"
5115,3701,3399,10,"51","760","020400","51760020400"
3851,3560,918,15,"51","760","020500","51760020500"
1544,1375,459,8,"51","760","020600","51760020600"
1155,962,791,9,"51","760","020700","51760020700"
1410,1225,379,9,"51","760","020800","51760020800"
2619,2121,1854,7,"51","760","020900","51760020900"
1567,1060,736,4,"51","760","021000","51760021000"
1432,1048,820,4,"51","760","021100","51760021100"
1575,1200,966,3,"51","760","021200","51760021200"
2895,1677,1604,6,"51","760","030100","51760030100"
2055,1914,739,8,"51","760","030200","51760030200"
4029,3942,976,29,"51","760","030500","51760030500"
3900,3708,1621,45,"51","760","040200","51760040200"
4101,4075,828,40,"51","760","040300","51760040300"
4032,3840,408,29,"51","760","040400","51760040400"
3152,2941,205,8,"51","760","040500","51760040500"
1810,1753,97,6,"51","760","040600","51760040600"
2373,2176,105,13,"51","760","040700","51760040700"
1364,1253,88,4,"51","760","040800","51760040800"
2544,2365,216,7,"51","760","040900","51760040900"
2625,2386,44,10,"51","760","041000","51760041000"
3724,3503,487,22,"51","760","041100","51760041100"
1179,1105,44,8,"51","760","041200","51760041200"
3100,2601,1812,17,"51","760","041300","51760041300"
2252,1962,1044,7,"51","760","041400","51760041400"
1440,1258,554,4,"51","760","041600","51760041600"
2577,2207,166,5,"51","760","050100","51760050100"
3006,2466,62,2,"51","760","050200","51760050200"
1267,1082,26,1,"51","760","050300","51760050300"
2907,2241,190,1,"51","760","050400","51760050400"
5439,4891,237,12,"51","760","050500","51760050500"
2378,1716,17,3,"51","760","050600","51760050600"
2078,1599,1417,2,"51","760","060200","51760060200"
5148,3810,3115,19,"51","760","060400","51760060400"
5858,4897,2123,10,"51","760","060500","51760060500"
2416,1982,249,2,"51","760","060600","51760060600"
5010,3346,2994,13,"51","760","060700","51760060700"
3585,2452,1618,5,"51","760","060800","51760060800"
1311,1033,405,7,"51","760","060900","51760060900"
3284,2654,1492,19,"51","760","061000","51760061000"
4706,4041,707,10,"51","760","070100","51760070100"
3410,2762,1002,11,"51","760","070300","51760070300"
3836,3268,499,3,"51","760","070400","51760070400"
5660,4227,1778,16,"51","760","070601","51760070601"
2398,1781,1266,5,"51","760","070602","51760070602"
4754,3610,2292,15,"51","760","070700","51760070700"
7291,5324,3426,13,"51","760","070801","51760070801"
2703,2078,1155,5,"51","760","070802","51760070802"
